nombre,long,lat,hora,NO2
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 00:00:00,86
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 01:00:00,49
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 02:00:00,37
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 03:00:00,39
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 04:00:00,29
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 05:00:00,31
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 06:00:00,54
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 07:00:00,70
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 08:00:00,71
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 09:00:00,73
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 10:00:00,62
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 11:00:00,55
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 12:00:00,46
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 13:00:00,43
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 14:00:00,46
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 15:00:00,41
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 16:00:00,44
Vallecas,-3.6515222222222223,40.388152777777776,2017-10-25 17:00:00,44
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 00:00:00,83
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 01:00:00,75
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 02:00:00,68
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 03:00:00,60
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 04:00:00,55
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 05:00:00,48
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 06:00:00,44
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 07:00:00,55
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 08:00:00,74
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 09:00:00,85
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 10:00:00,87
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 11:00:00,66
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 12:00:00,55
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 13:00:00,41
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 14:00:00,45
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 15:00:00,42
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 16:00:00,45
Mendez Alvaro,-3.6868250000000002,40.398113888888886,2017-10-25 17:00:00,33
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 00:00:00,98
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 01:00:00,58
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 02:00:00,25
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 03:00:00,20
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 04:00:00,23
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 05:00:00,18
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 06:00:00,30
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 07:00:00,53
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 08:00:00,74
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 09:00:00,72
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 10:00:00,51
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 11:00:00,54
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 12:00:00,59
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 13:00:00,61
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 14:00:00,47
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 15:00:00,65
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 16:00:00,72
Castellana,-3.690366666666667,40.43989722222222,2017-10-25 17:00:00,68
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 00:00:00,116
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 01:00:00,69
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 02:00:00,31
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 03:00:00,23
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 04:00:00,25
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 05:00:00,23
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 06:00:00,29
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 07:00:00,51
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 08:00:00,63
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 09:00:00,68
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 10:00:00,65
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 11:00:00,57
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 12:00:00,62
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 13:00:00,56
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 14:00:00,65
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 15:00:00,54
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 16:00:00,47
Parque del Retiro,-3.682583333333333,40.41444444444444,2017-10-25 17:00:00,41
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 00:00:00,90
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 01:00:00,69
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 02:00:00,31
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 03:00:00,20
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 04:00:00,23
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 05:00:00,20
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 06:00:00,43
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 07:00:00,60
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 08:00:00,75
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 09:00:00,77
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 10:00:00,42
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 11:00:00,35
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 12:00:00,34
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 13:00:00,48
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 14:00:00,42
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 15:00:00,47
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 16:00:00,59
Plaza Castilla,-3.6887694444444445,40.46557222222223,2017-10-25 17:00:00,69
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 00:00:00,96
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 01:00:00,79
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 02:00:00,58
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 03:00:00,62
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 04:00:00,49
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 05:00:00,47
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 06:00:00,62
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 07:00:00,76
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 08:00:00,104
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 09:00:00,78
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 10:00:00,76
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 11:00:00,64
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 12:00:00,63
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 13:00:00,49
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 14:00:00,42
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 15:00:00,33
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 16:00:00,33
Ensanche de Vallecas,-3.6121166666666666,40.372933333333336,2017-10-25 17:00:00,39
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 00:00:00,70
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 01:00:00,59
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 02:00:00,52
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 03:00:00,49
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 04:00:00,53
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 05:00:00,57
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 06:00:00,64
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 07:00:00,68
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 08:00:00,73
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 09:00:00,67
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 10:00:00,67
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 11:00:00,92
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 12:00:00,67
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 13:00:00,42
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 14:00:00,43
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 15:00:00,49
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 16:00:00,47
Urb. Embajada,-3.580747222222222,40.46253055555556,2017-10-25 17:00:00,44
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 00:00:00,94
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 01:00:00,83
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 02:00:00,74
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 03:00:00,67
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 04:00:00,61
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 05:00:00,59
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 06:00:00,63
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 07:00:00,74
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 08:00:00,85
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 09:00:00,117
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 10:00:00,121
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 11:00:00,94
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 12:00:00,91
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 13:00:00,67
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 14:00:00,73
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 15:00:00,76
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 16:00:00,70
Pza. Fernández Ladreda,-3.718727777777778,40.38496388888889,2017-10-25 17:00:00,62
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 00:00:00,89
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 01:00:00,63
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 02:00:00,28
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 03:00:00,12
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 04:00:00,13
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 05:00:00,15
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 06:00:00,25
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 07:00:00,44
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 08:00:00,67
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 09:00:00,60
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 10:00:00,32
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 11:00:00,25
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 12:00:00,34
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 13:00:00,41
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 14:00:00,46
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 15:00:00,46
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 16:00:00,45
Sanchinarro,-3.660502777777778,40.49420833333333,2017-10-25 17:00:00,60
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 00:00:00,49
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 01:00:00,46
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 02:00:00,40
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 03:00:00,36
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 04:00:00,32
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 05:00:00,31
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 06:00:00,28
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 07:00:00,33
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 08:00:00,27
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 09:00:00,24
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 10:00:00,24
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 11:00:00,42
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 12:00:00,30
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 13:00:00,21
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 14:00:00,24
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 15:00:00,35
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 16:00:00,35
El Pardo,-3.774611111111111,40.51805833333333,2017-10-25 17:00:00,37
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 00:00:00,44
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 01:00:00,16
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 02:00:00,10
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 03:00:00,9
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 04:00:00,9
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 05:00:00,9
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 06:00:00,14
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 07:00:00,25
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 08:00:00,39
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 09:00:00,37
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 10:00:00,28
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 11:00:00,38
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 12:00:00,47
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 13:00:00,32
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 14:00:00,36
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 15:00:00,36
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 16:00:00,34
Juan Carlos I,-3.6090722222222222,40.465250000000005,2017-10-25 17:00:00,37
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 00:00:00,85
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 01:00:00,78
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 02:00:00,50
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 03:00:00,20
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 04:00:00,18
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 05:00:00,24
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 06:00:00,38
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 07:00:00,65
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 08:00:00,78
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 09:00:00,90
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 10:00:00,53
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 11:00:00,37
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 12:00:00,28
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 13:00:00,35
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 14:00:00,44
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 15:00:00,49
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 16:00:00,56
Tres Olivos,-3.6897611111111113,40.50058888888889,2017-10-25 17:00:00,69
